order_line_number,quantity, price , sale_total ,order_date,quarter,product_code,customer_name,deal_size
10223-10,23,74.62,1716.26,2004-02-20,1,S24_4278,"Australian Collectors, Co.",Small
10235-4,40,81.14,3245.6,2004-04-02,2,S24_4278,"Royal Canadian Collectables, Ltd.",Medium
10250-5,37,74.62,2760.94,2004-05-11,2,S24_4278,The Sharp Gifts Warehouse,Small
10263-11,24,75.35,1808.4,2004-06-28,2,S24_4278,Gift Depot Inc.,Small
10275-10,27,62.31,1682.37,2004-07-23,3,S24_4278,La Rochelle Gifts,Small
10284-2,21,71,1491,2004-08-21,3,S24_4278,"Norway Gifts By Mail, Co.",Small
10297-5,23,72.45,1666.35,2004-09-16,3,S24_4278,"Clover Collections, Co.",Small
10308-8,44,83.32,3666.08,2004-10-15,4,S24_4278,Mini Classics,Medium
10317-1,35,83.32,2916.2,2004-11-02,4,S24_4278,Technics Stores Inc.,Small
10328-4,43,60.86,2616.98,2004-11-12,4,S24_4278,Rovelli Gifts,Small
10340-1,40,84.77,3390.8,2004-11-24,4,S24_4278,Enaco Distributors,Medium
10353-3,35,89.9,3146.5,2004-12-04,4,S24_4278,Gift Ideas Corp.,Medium
10361-1,25,62.46,1561.5,2004-12-17,4,S24_4278,Souveniers And Things Co.,Small
10375-2,43,100,10039.6,2005-02-03,1,S24_4278,La Rochelle Gifts,Large
10386-8,50,63.34,3167,2005-03-01,1,S24_4278,Euro Shopping Channel,Medium
10398-14,45,78.25,3521.25,2005-03-30,1,S24_4278,Reims Collectables,Medium
10401-4,52,81.14,4219.28,2005-04-03,2,S24_4278,Tekni Collectables Inc.,Medium
10416-5,48,74.62,3581.76,2005-05-10,2,S24_4278,L'ordine Souveniers,Medium
10108-10,31,68.71,2130.01,2003-03-03,1,S24_4620,Cruz & Sons Co.,Small
10122-14,29,71.14,2063.06,2003-05-08,2,S24_4620,Marseille Mini Autos,Small
10135-11,23,87.31,2008.13,2003-07-02,3,S24_4620,Mini Gifts Distributors Ltd.,Small
10147-11,31,64.67,2004.77,2003-09-05,3,S24_4620,Collectables For Less Inc.,Small
10159-6,23,67.1,1543.3,2003-10-10,4,S24_4620,Corporate Gift Ideas Co.,Small
10169-6,24,94.58,2269.92,2003-11-04,4,S24_4620,"Anna's Decorations, Ltd",Small
10180-1,28,71.14,1991.92,2003-11-11,4,S24_4620,Daedalus Designs Imports,Small
10191-7,44,66.29,2916.76,2003-11-20,4,S24_4620,"Toms Spezialitten, Ltd",Small
10211-6,22,92.16,2027.52,2004-01-15,1,S24_4620,Auto Canal Petit,Small
10225-13,46,70.33,3235.18,2004-02-22,1,S24_4620,"Vida Sport, Ltd",Medium
10238-7,22,93.77,2062.94,2004-04-09,2,S24_4620,Danish Wholesale Imports,Small
10252-3,38,87.31,3317.78,2004-05-26,2,S24_4620,Auto Canal Petit,Medium
10264-1,47,83.27,3913.69,2004-06-30,2,S24_4620,Gifts4AllAges.com,Medium
10276-7,48,75.18,3608.64,2004-08-02,3,S24_4620,Online Mini Collectables,Medium
10287-16,40,88.12,3524.8,2004-08-30,3,S24_4620,"Vida Sport, Ltd",Medium
10299-1,32,80.84,2586.88,2004-09-30,3,S24_4620,"Toys of Finland, Co.",Small
10310-14,49,97.01,4753.49,2004-10-16,4,S24_4620,"Toms Spezialitten, Ltd",Medium
10319-2,43,85.69,3684.67,2004-11-03,4,S24_4620,Microscale Inc.,Medium
10331-2,41,100,5715.4,2004-11-17,4,S24_4620,Motor Mint Distributors Inc.,Medium
10343-1,30,100,3098.7,2004-11-24,4,S24_4620,Reims Collectables,Medium
10355-9,28,95.39,2670.92,2004-12-07,4,S24_4620,Euro Shopping Channel,Small
10363-9,43,100,5154.41,2005-01-06,1,S24_4620,Suominen Souveniers,Medium
10378-2,41,100,4894.17,2005-02-10,1,S24_4620,Euro Shopping Channel,Medium
10390-10,30,82.42,2472.6,2005-03-04,1,S24_4620,Mini Gifts Distributors Ltd.,Small
10103-3,31,100,3224.31,2003-01-29,1,S32_1268,Baane Mini Imports,Medium
10114-7,32,100,3667.52,2003-04-01,2,S32_1268,"La Corne D'abondance, Co.",Medium
10126-3,43,96.31,4141.33,2003-05-28,2,S32_1268,"Corrida Auto Replicas, Ltd",Medium
10140-3,26,100,2829.58,2003-07-24,3,S32_1268,Technics Stores Inc.,Small
10151-10,27,100,3068.55,2003-09-21,3,S32_1268,"Oulu Toy Supplies, Inc.",Medium
10164-1,24,100,2634.96,2003-10-21,4,S32_1268,Mini Auto Werke,Small
10175-8,22,100,2436.72,2003-11-06,4,S32_1268,"Stylish Desk Decors, Co.",Small
10184-13,46,100,4607.36,2003-11-14,4,S32_1268,"Iberia Gift Imports, Corp.",Medium
10194-3,37,97.27,3598.99,2003-11-25,4,S32_1268,"Saveley & Henriot, Co.",Medium
10207-14,49,80.9,3964.1,2003-12-09,4,S32_1268,Diecast Collectables,Medium
10217-3,21,100,2244.9,2004-02-04,1,S32_1268,Handji Gifts& Co,Small
10229-8,25,100,2793,2004-03-11,1,S32_1268,Mini Gifts Distributors Ltd.,Small
10245-1,37,100,4133.64,2004-05-04,2,S32_1268,Super Scale Inc.,Medium
10259-11,45,86.68,3900.6,2004-06-15,2,S32_1268,Handji Gifts& Co,Medium
10270-1,32,85.72,2743.04,2004-07-19,3,S32_1268,Souveniers And Things Co.,Small
10281-8,29,82.83,2402.07,2004-08-19,3,S32_1268,Diecast Classics Inc.,Small
10291-3,26,83.79,2178.54,2004-09-08,3,S32_1268,Scandinavian Gift Ideas,Small
10305-12,28,100,3155.04,2004-10-13,4,S32_1268,Marta's Replicas Co.,Medium
10313-6,27,87.64,2366.28,2004-10-22,4,S32_1268,Canadian Gift Exchange Network,Small
10324-11,20,98.18,1963.6,2004-11-05,4,S32_1268,Vitachrome Inc.,Small
10335-1,44,100,4746.28,2004-11-19,4,S32_1268,Mini Gifts Distributors Ltd.,Medium
10348-3,42,100,6386.94,2004-11-01,4,S32_1268,"Corrida Auto Replicas, Ltd",Medium
10358-1,41,100,4428,2004-12-10,4,S32_1268,Euro Shopping Channel,Medium
10371-1,26,100,4044.04,2005-01-23,1,S32_1268,Mini Gifts Distributors Ltd.,Medium
10382-6,26,100,2708.42,2005-02-17,1,S32_1268,Mini Gifts Distributors Ltd.,Small
10411-1,26,100,2904.72,2005-05-01,2,S32_1268,Quebec Home Shopping Network,Small
10425-11,41,86.68,3553.88,2005-05-31,2,S32_1268,La Rochelle Gifts,Medium
10107-8,20,92.9,1858,2003-02-24,1,S32_1374,Land of Toys Inc.,Small
10120-6,22,100,2461.36,2003-04-29,2,S32_1374,"Australian Collectors, Co.",Small
10133-1,23,100,2642.01,2003-06-27,2,S32_1374,Euro Shopping Channel,Small
10145-12,33,93.9,3098.7,2003-08-25,3,S32_1374,Toys4GrownUps.com,Medium
10168-7,28,100,3244.36,2003-10-28,4,S32_1374,Technics Stores Inc.,Medium
10188-7,44,98.89,4351.16,2003-11-18,4,S32_1374,Herkku Gifts,Medium
10210-5,46,79.91,3675.86,2004-01-12,1,S32_1374,Osaka Souveniers Co.,Medium
10223-7,21,100,2475.27,2004-02-20,1,S32_1374,"Australian Collectors, Co.",Small
10235-1,41,100,4177.49,2004-04-02,2,S32_1374,"Royal Canadian Collectables, Ltd.",Medium
10250-2,31,100,3282.28,2004-05-11,2,S32_1374,The Sharp Gifts Warehouse,Medium
10263-8,31,79.91,2477.21,2004-06-28,2,S32_1374,Gift Depot Inc.,Small
10275-7,23,81.91,1883.93,2004-07-23,3,S32_1374,La Rochelle Gifts,Small
10285-12,37,98.89,3658.93,2004-08-27,3,S32_1374,Marta's Replicas Co.,Medium
10297-2,26,100,2856.88,2004-09-16,3,S32_1374,"Clover Collections, Co.",Small
10308-5,24,79.91,1917.84,2004-10-15,4,S32_1374,Mini Classics,Small
10318-7,47,100,5305.36,2004-11-02,4,S32_1374,Diecast Classics Inc.,Medium
10329-11,45,63.91,2875.95,2004-11-15,4,S32_1374,Land of Toys Inc.,Small
10340-2,55,100,6482.85,2004-11-24,4,S32_1374,Enaco Distributors,Medium
10353-5,46,81.17,3733.82,2004-12-04,4,S32_1374,Gift Ideas Corp.,Medium
10363-2,50,100,6576.5,2005-01-06,1,S32_1374,Suominen Souveniers,Medium
10375-3,37,100,6353.27,2005-02-03,1,S32_1374,La Rochelle Gifts,Medium
10387-1,44,94.9,4175.6,2005-03-02,1,S32_1374,"Dragon Souveniers, Ltd.",Medium
10401-1,49,100,4992.61,2005-04-03,2,S32_1374,Tekni Collectables Inc.,Medium
10416-2,45,100,4764.6,2005-05-10,2,S32_1374,L'ordine Souveniers,Medium
10108-13,27,43.45,1173.15,2003-03-03,1,S32_2206,Cruz & Sons Co.,Small
10122-17,31,44.66,1384.46,2003-05-08,2,S32_2206,Marseille Mini Autos,Small
10135-14,33,40.23,1327.59,2003-07-02,3,S32_2206,Mini Gifts Distributors Ltd.,Small
10145-1,31,35.8,1109.8,2003-08-25,3,S32_2206,Toys4GrownUps.com,Small
10159-9,35,35.4,1239,2003-10-10,4,S32_2206,Corporate Gift Ideas Co.,Small
10169-9,26,39.83,1035.58,2003-11-04,4,S32_2206,"Anna's Decorations, Ltd",Small
10180-4,34,45.46,1545.64,2003-11-11,4,S32_2206,Daedalus Designs Imports,Small
10190-1,46,32.99,1517.54,2003-11-19,4,S32_2206,Euro Shopping Channel,Small
10211-9,41,42.24,1731.84,2004-01-15,1,S32_2206,Auto Canal Petit,Small
10224-2,43,39.43,1695.49,2004-02-21,1,S32_2206,Daedalus Designs Imports,Small
10237-2,26,40.23,1045.98,2004-04-05,2,S32_2206,Vitachrome Inc.,Small
10252-6,36,48.28,1738.08,2004-05-26,2,S32_2206,Auto Canal Petit,Small
10264-4,20,32.59,651.8,2004-06-30,2,S32_2206,Gifts4AllAges.com,Small
10276-10,27,36.61,988.47,2004-08-02,3,S32_2206,Online Mini Collectables,Small
10285-1,37,41.03,1518.11,2004-08-27,3,S32_2206,Marta's Replicas Co.,Small
10299-4,24,42.24,1013.76,2004-09-30,3,S32_2206,"Toys of Finland, Co.",Small
10310-17,36,43.05,1549.8,2004-10-16,4,S32_2206,"Toms Spezialitten, Ltd",Small
10319-5,29,38.22,1108.38,2004-11-03,4,S32_2206,Microscale Inc.,Small
10331-3,28,100,4102.56,2004-11-17,4,S32_2206,Motor Mint Distributors Inc.,Medium
10343-5,29,100,3713.16,2004-11-24,4,S32_2206,Reims Collectables,Medium
10355-10,38,39.83,1513.54,2004-12-07,4,S32_2206,Euro Shopping Channel,Small
10364-1,48,48.28,2317.44,2005-01-06,1,S32_2206,Marseille Mini Autos,Small
10378-1,40,82.46,3298.4,2005-02-10,1,S32_2206,Euro Shopping Channel,Medium
10390-11,41,44.56,1826.96,2005-03-04,1,S32_2206,Mini Gifts Distributors Ltd.,Small
10403-2,30,40.23,1206.9,2005-04-08,2,S32_2206,"UK Collectables, Ltd.",Small
10104-11,35,47.62,1666.7,2003-01-31,1,S32_2509,Euro Shopping Channel,Small
10114-2,28,55.73,1560.44,2003-04-01,2,S32_2509,"La Corne D'abondance, Co.",Small
10127-13,45,51.95,2337.75,2003-06-03,2,S32_2509,Muscle Machine Inc,Small
10141-7,24,45.99,1103.76,2003-08-01,3,S32_2509,Suominen Souveniers,Small
10151-5,41,63.85,2617.85,2003-09-21,3,S32_2509,"Oulu Toy Supplies, Inc.",Small
10165-14,48,45.99,2207.52,2003-10-22,4,S32_2509,"Dragon Souveniers, Ltd.",Small
10175-3,50,63.31,3165.5,2003-11-06,4,S32_2509,"Stylish Desk Decors, Co.",Medium
10184-8,33,62.77,2071.41,2003-11-14,4,S32_2509,"Iberia Gift Imports, Corp.",Small
10195-8,32,43.29,1385.28,2003-11-25,4,S32_2509,Mini Classics,Small
10207-9,27,60.06,1621.62,2003-12-09,4,S32_2509,Diecast Collectables,Small
10219-4,35,55.19,1931.65,2004-02-10,1,S32_2509,Signal Collectibles Ltd.,Small
10229-3,23,54.11,1244.53,2004-03-11,1,S32_2509,Mini Gifts Distributors Ltd.,Small
10246-7,35,48.7,1704.5,2004-05-05,2,S32_2509,Euro Shopping Channel,Small
10259-6,40,43.83,1753.2,2004-06-15,2,S32_2509,Handji Gifts& Co,Small
10271-7,35,47.62,1666.7,2004-07-20,3,S32_2509,Mini Gifts Distributors Ltd.,Small
10281-3,31,55.19,1710.89,2004-08-19,3,S32_2509,Diecast Classics Inc.,Small
10292-10,50,46.53,2326.5,2004-09-08,3,S32_2509,Land of Toys Inc.,Small
10305-7,40,57.9,2316,2004-10-13,4,S32_2509,Marta's Replicas Co.,Small
10313-1,38,45.45,1727.1,2004-10-22,4,S32_2509,Canadian Gift Exchange Network,Small
10325-3,38,100,8844.12,2004-11-05,4,S32_2509,Baane Mini Imports,Large
10335-3,40,60.6,2424,2004-11-19,4,S32_2509,Mini Gifts Distributors Ltd.,Small
10349-1,33,46.53,1535.49,2004-12-01,4,S32_2509,Muscle Machine Inc,Small
10359-3,36,100,6358.68,2004-12-15,4,S32_2509,Reims Collectables,Medium
10371-2,20,66.47,1329.4,2005-01-23,1,S32_2509,Mini Gifts Distributors Ltd.,Small
10383-5,32,53.18,1701.76,2005-02-22,1,S32_2509,Euro Shopping Channel,Small
10394-3,36,62.77,2259.72,2005-03-15,1,S32_2509,Euro Shopping Channel,Small
10412-7,19,48.7,925.3,2005-05-03,2,S32_2509,Euro Shopping Channel,Small
10425-6,11,43.83,482.13,2005-05-31,2,S32_2509,La Rochelle Gifts,Small
10104-4,49,65.87,3227.63,2003-01-31,1,S32_3207,Euro Shopping Channel,Medium
10116-1,27,63.38,1711.26,2003-04-11,2,S32_3207,Royale Belge,Small
10127-6,29,70.84,2054.36,2003-06-03,2,S32_3207,Muscle Machine Inc,Small
10142-16,42,74.57,3131.94,2003-08-08,3,S32_3207,Mini Gifts Distributors Ltd.,Medium
10152-2,33,50.95,1681.35,2003-09-25,3,S32_3207,"Australian Gift Network, Co",Small
10165-7,44,53.44,2351.36,2003-10-22,4,S32_3207,"Dragon Souveniers, Ltd.",Small
10176-6,22,64,1408,2003-11-06,4,S32_3207,L'ordine Souveniers,Small
10184-1,48,50.95,2445.6,2003-11-14,4,S32_3207,"Iberia Gift Imports, Corp.",Small
10195-1,33,54.68,1804.44,2003-11-25,4,S32_3207,Mini Classics,Small
10207-2,45,56.55,2544.75,2003-12-09,4,S32_3207,Diecast Collectables,Small
10220-6,20,52.82,1056.4,2004-02-12,1,S32_3207,"Clover Collections, Co.",Small
10230-4,46,60.9,2801.4,2004-03-15,1,S32_3207,"Blauer See Auto, Co.",Small
10247-6,40,49.71,1988.4,2004-05-05,2,S32_3207,Suominen Souveniers,Small
10272-6,45,64.63,2908.35,2004-07-20,3,S32_3207,Diecast Classics Inc.,Small
10282-9,36,59.65,2147.4,2004-08-20,3,S32_3207,Mini Gifts Distributors Ltd.,Small
10292-3,31,67.73,2099.63,2004-09-08,3,S32_3207,Land of Toys Inc.,Small
10306-17,46,50.33,2315.18,2004-10-14,4,S32_3207,"AV Stores, Co.",Small
10314-9,35,66.49,2327.15,2004-10-22,4,S32_3207,Heintze Collectables,Small
10325-2,28,100,5377.4,2004-11-05,4,S32_3207,Baane Mini Imports,Medium
10336-9,31,84.71,2626.01,2004-11-20,4,S32_3207,"La Corne D'abondance, Co.",Small
10350-14,27,100,4406.4,2004-12-02,4,S32_3207,Euro Shopping Channel,Medium
10359-1,22,100,4301.22,2004-12-15,4,S32_3207,Reims Collectables,Medium
10371-11,30,99.55,2986.5,2005-01-23,1,S32_3207,Mini Gifts Distributors Ltd.,Small
10383-8,44,36.07,1587.08,2005-02-22,1,S32_3207,Euro Shopping Channel,Small
10394-4,30,60.28,1808.4,2005-03-15,1,S32_3207,Euro Shopping Channel,Small
10413-6,24,49.71,1193.04,2005-05-05,2,S32_3207,Gift Depot Inc.,Small
10103-7,45,75.63,3403.35,2003-01-29,1,S32_3522,Baane Mini Imports,Medium
10113-1,23,68.52,1575.96,2003-03-26,1,S32_3522,Mini Gifts Distributors Ltd.,Small
10126-7,26,62.7,1630.2,2003-05-28,2,S32_3522,"Corrida Auto Replicas, Ltd",Small
10140-7,28,60.76,1701.28,2003-07-24,3,S32_3522,Technics Stores Inc.,Small
10150-4,49,58.18,2850.82,2003-09-19,3,S32_3522,"Dragon Souveniers, Ltd.",Small
10164-5,49,54.94,2692.06,2003-10-21,4,S32_3522,Mini Auto Werke,Small
10175-12,29,74.98,2174.42,2003-11-06,4,S32_3522,"Stylish Desk Decors, Co.",Small
10183-4,49,64.64,3167.36,2003-11-13,4,S32_3522,"Classic Gift Ideas, Inc",Medium
10194-7,39,54.94,2142.66,2003-11-25,4,S32_3522,"Saveley & Henriot, Co.",Small
10206-2,36,58.82,2117.52,2003-12-05,4,S32_3522,Canadian Gift Exchange Network,Small
10217-7,39,62.05,2419.95,2004-02-04,1,S32_3522,Handji Gifts& Co,Small
10229-12,30,73.04,2191.2,2004-03-11,1,S32_3522,Mini Gifts Distributors Ltd.,Small
10245-5,44,69.16,3043.04,2004-05-04,2,S32_3522,Super Scale Inc.,Medium
10258-2,20,61.41,1228.2,2004-06-15,2,S32_3522,"Tokyo Collectables, Ltd",Small
10270-5,21,63.35,1330.35,2004-07-19,3,S32_3522,Souveniers And Things Co.,Small
10281-12,36,77.57,2792.52,2004-08-19,3,S32_3522,Diecast Classics Inc.,Small
10291-7,32,71.75,2296,2004-09-08,3,S32_3522,Scandinavian Gift Ideas,Small
10304-2,36,73.04,2629.44,2004-10-11,4,S32_3522,Auto Assoc. & Cie.,Small
10313-10,34,56.24,1912.16,2004-10-22,4,S32_3522,Canadian Gift Exchange Network,Small
10324-4,48,100,8209.44,2004-11-05,4,S32_3522,Vitachrome Inc.,Large
10333-4,33,73.69,2431.77,2004-11-18,4,S32_3522,Mini Wheels Co.,Small
10348-5,31,100,3139.99,2004-11-01,4,S32_3522,"Corrida Auto Replicas, Ltd",Medium
10358-2,36,100,5669.64,2004-12-10,4,S32_3522,Euro Shopping Channel,Medium
10370-3,25,100,3160.25,2005-01-20,1,S32_3522,"Anna's Decorations, Ltd",Medium
10382-8,48,100,6799.68,2005-02-17,1,S32_3522,Mini Gifts Distributors Ltd.,Medium
10411-5,27,69.16,1867.32,2005-05-01,2,S32_3522,Quebec Home Shopping Network,Small
10424-2,44,61.41,2702.04,2005-05-31,2,S32_3522,Euro Shopping Channel,Small
10106-5,33,72.92,2406.36,2003-02-17,1,S32_4289,Rovelli Gifts,Small
10120-11,29,72.23,2094.67,2003-04-29,2,S32_4289,"Australian Collectors, Co.",Small
10133-6,49,57.1,2797.9,2003-06-27,2,S32_4289,Euro Shopping Channel,Small
10144-1,20,81.86,1637.2,2003-08-13,3,S32_4289,Royale Belge,Small
10168-12,31,73.61,2281.91,2003-10-28,4,S32_4289,Technics Stores Inc.,Small
10210-10,39,59.16,2307.24,2004-01-12,1,S32_4289,Osaka Souveniers Co.,Small
10223-12,20,66.04,1320.8,2004-02-20,1,S32_4289,"Australian Collectors, Co.",Small
10235-6,34,77.73,2642.82,2004-04-02,2,S32_4289,"Royal Canadian Collectables, Ltd.",Small
10250-7,50,61.22,3061,2004-05-11,2,S32_4289,The Sharp Gifts Warehouse,Medium
10262-2,40,79.11,3164.4,2004-06-24,2,S32_4289,Euro Shopping Channel,Medium
10275-12,28,63.97,1791.16,2004-07-23,3,S32_4289,La Rochelle Gifts,Small
10284-4,50,81.86,4093,2004-08-21,3,S32_4289,"Norway Gifts By Mail, Co.",Medium
10297-7,28,79.8,2234.4,2004-09-16,3,S32_4289,"Clover Collections, Co.",Small
10308-10,46,66.04,3037.84,2004-10-15,4,S32_4289,Mini Classics,Medium
10316-2,24,59.16,1419.84,2004-11-01,4,S32_4289,giftsbymail.co.uk,Small
10328-5,24,81.17,1948.08,2004-11-12,4,S32_4289,Rovelli Gifts,Small
10340-3,39,59.16,2307.24,2004-11-24,4,S32_4289,Enaco Distributors,Small
10353-7,40,44.51,1780.4,2004-12-04,4,S32_4289,Gift Ideas Corp.,Small
10361-2,49,72.33,3544.17,2004-12-17,4,S32_4289,Souveniers And Things Co.,Medium
10375-4,44,82.26,3619.44,2005-02-03,1,S32_4289,La Rochelle Gifts,Medium
10388-8,35,100,3918.95,2005-03-03,1,S32_4289,FunGiftIdeas.com,Medium
10398-4,22,67.41,1483.02,2005-03-30,1,S32_4289,Reims Collectables,Small
10401-6,62,77.73,4819.26,2005-04-03,2,S32_4289,Tekni Collectables Inc.,Medium
10416-7,26,61.22,1591.72,2005-05-10,2,S32_4289,L'ordine Souveniers,Small
10108-16,31,100,3669.78,2003-03-03,1,S32_4485,Cruz & Sons Co.,Medium
10121-3,25,86.74,2168.5,2003-05-07,2,S32_4485,Reims Collectables,Small
10135-17,30,89.8,2694,2003-07-02,3,S32_4485,Mini Gifts Distributors Ltd.,Small
10145-4,27,100,3251.34,2003-08-25,3,S32_4485,Toys4GrownUps.com,Medium
10159-12,23,100,2347.15,2003-10-10,4,S32_4485,Corporate Gift Ideas Co.,Small
10169-12,34,100,3920.88,2003-11-04,4,S32_4485,"Anna's Decorations, Ltd",Medium
10180-7,22,100,2514.6,2003-11-11,4,S32_4485,Daedalus Designs Imports,Small
10190-4,42,85.72,3600.24,2003-11-19,4,S32_4485,Euro Shopping Channel,Medium
10211-12,37,100,4040.03,2004-01-15,1,S32_4485,Auto Canal Petit,Medium
10224-5,30,100,3336.9,2004-02-21,1,S32_4485,Daedalus Designs Imports,Medium
10237-5,27,100,3113.64,2004-04-05,2,S32_4485,Vitachrome Inc.,Medium
10252-9,25,100,2832,2004-05-26,2,S32_4485,Auto Canal Petit,Small
10264-7,34,97.97,3330.98,2004-06-30,2,S32_4485,Gifts4AllAges.com,Medium
10276-13,38,100,4304.64,2004-08-02,3,S32_4485,Online Mini Collectables,Medium
10285-4,26,100,2600.26,2004-08-27,3,S32_4485,Marta's Replicas Co.,Small
10299-7,38,100,4382.16,2004-09-30,3,S32_4485,"Toys of Finland, Co.",Medium
10309-3,50,84.7,4235,2004-10-15,4,S32_4485,Baane Mini Imports,Medium
10319-8,22,100,2626.8,2004-11-03,4,S32_4485,Microscale Inc.,Small
10331-4,32,100,5026.56,2004-11-17,4,S32_4485,Motor Mint Distributors Inc.,Medium
10341-4,31,71.02,2201.62,2004-11-24,4,S32_4485,Salzburg Collectables,Small
10355-5,40,100,4326.8,2004-12-07,4,S32_4485,Euro Shopping Channel,Medium
10365-3,22,100,3425.18,2005-01-07,1,S32_4485,Mini Creations Ltd.,Medium
10375-15,41,100,4701.88,2005-02-03,1,S32_4485,La Rochelle Gifts,Medium
10390-12,45,48.98,2204.1,2005-03-04,1,S32_4485,Mini Gifts Distributors Ltd.,Small
10403-5,45,100,5189.4,2005-04-08,2,S32_4485,"UK Collectables, Ltd.",Medium
10106-6,39,40.15,1565.85,2003-02-17,1,S50_1341,Rovelli Gifts,Small
10120-12,49,50.62,2480.38,2003-04-29,2,S50_1341,"Australian Collectors, Co.",Small
10133-7,27,50.19,1355.13,2003-06-27,2,S50_1341,Euro Shopping Channel,Small
10143-1,34,36.66,1246.44,2003-08-10,3,S50_1341,Mini Creations Ltd.,Small
10156-1,20,41.02,820.4,2003-10-08,4,S50_1341,Euro Shopping Channel,Small
10168-13,48,51.93,2492.64,2003-10-28,4,S50_1341,Technics Stores Inc.,Small
10199-1,29,38.4,1113.6,2003-12-01,4,S50_1341,West Coast Collectables Co.,Small
10210-11,43,41.02,1763.86,2004-01-12,1,S50_1341,Osaka Souveniers Co.,Small
10223-13,41,46.26,1896.66,2004-02-20,1,S50_1341,"Australian Collectors, Co.",Small
10235-7,41,35.35,1449.35,2004-04-02,2,S50_1341,"Royal Canadian Collectables, Ltd.",Small
10250-8,36,51.93,1869.48,2004-05-11,2,S50_1341,The Sharp Gifts Warehouse,Small
10262-3,49,37.97,1860.53,2004-06-24,2,S50_1341,Euro Shopping Channel,Small
10275-13,38,45.39,1724.82,2004-07-23,3,S50_1341,La Rochelle Gifts,Small
10284-5,33,51.93,1713.69,2004-08-21,3,S50_1341,"Norway Gifts By Mail, Co.",Small
10296-1,26,48.44,1259.44,2004-09-15,3,S50_1341,"Bavarian Collectables Imports, Co.",Small
10308-11,47,43.64,2051.08,2004-10-15,4,S50_1341,Mini Classics,Small
10316-3,34,47.57,1617.38,2004-11-01,4,S50_1341,giftsbymail.co.uk,Small
10328-7,34,51.93,1765.62,2004-11-12,4,S50_1341,Rovelli Gifts,Small
10340-4,40,50.62,2024.8,2004-11-24,4,S50_1341,Enaco Distributors,Small
10353-8,40,82.21,3288.4,2004-12-04,4,S50_1341,Gift Ideas Corp.,Medium
10361-3,33,82.59,2725.47,2004-12-17,4,S50_1341,Souveniers And Things Co.,Small
10375-5,49,65.8,3224.2,2005-02-03,1,S50_1341,La Rochelle Gifts,Medium
10388-1,27,100,3211.38,2005-03-03,1,S50_1341,FunGiftIdeas.com,Medium
10398-5,49,36.66,1796.34,2005-03-30,1,S50_1341,Reims Collectables,Small
10401-7,56,35.35,1979.6,2005-04-03,2,S50_1341,Tekni Collectables Inc.,Small
10416-8,37,51.93,1921.41,2005-05-10,2,S50_1341,L'ordine Souveniers,Small
10104-7,33,100,3705.24,2003-01-31,1,S50_1392,Euro Shopping Channel,Medium
10115-3,27,100,2843.91,2003-04-04,2,S50_1392,Classic Legends Inc.,Small
10127-9,46,100,6176.42,2003-06-03,2,S50_1392,Muscle Machine Inc,Medium
10141-3,44,100,5500.44,2003-08-01,3,S50_1392,Suominen Souveniers,Medium
10151-1,26,100,3220.1,2003-09-21,3,S50_1392,"Oulu Toy Supplies, Inc.",Medium
10165-10,48,94.92,4556.16,2003-10-22,4,S50_1392,"Dragon Souveniers, Ltd.",Medium
10176-9,23,100,3114.89,2003-11-06,4,S50_1392,L'ordine Souveniers,Medium
10184-4,45,100,4948.2,2003-11-14,4,S50_1392,"Iberia Gift Imports, Corp.",Medium
10195-4,49,100,5161.17,2003-11-25,4,S50_1392,Mini Classics,Medium
10207-5,28,94.92,2657.76,2003-12-09,4,S50_1392,Diecast Collectables,Small
10220-9,37,100,3983.05,2004-02-12,1,S50_1392,"Clover Collections, Co.",Medium
10230-7,34,100,3974.94,2004-03-15,1,S50_1392,"Blauer See Auto, Co.",Medium
10246-3,22,100,2928.42,2004-05-05,2,S50_1392,Euro Shopping Channel,Small
10259-2,29,100,3054.57,2004-06-15,2,S50_1392,Handji Gifts& Co,Medium
10271-3,34,98.39,3345.26,2004-07-20,3,S50_1392,Mini Gifts Distributors Ltd.,Medium
10282-12,38,100,4310.72,2004-08-20,3,S50_1392,Mini Gifts Distributors Ltd.,Medium
10292-6,41,100,4983.14,2004-09-08,3,S50_1392,Land of Toys Inc.,Medium
10305-3,42,100,4618.32,2004-10-13,4,S50_1392,Marta's Replicas Co.,Medium
10314-12,28,100,3403.12,2004-10-22,4,S50_1392,Heintze Collectables,Medium
10325-4,38,100,5190.42,2004-11-05,4,S50_1392,Baane Mini Imports,Medium
10336-8,23,100,3141.57,2004-11-20,4,S50_1392,"La Corne D'abondance, Co.",Medium
10350-8,31,71.4,2213.4,2004-12-02,4,S50_1392,Euro Shopping Channel,Small
10359-2,46,100,4896.7,2004-12-15,4,S50_1392,Reims Collectables,Medium
10371-10,48,56.55,2714.4,2005-01-23,1,S50_1392,Mini Gifts Distributors Ltd.,Small
10383-13,29,100,3087.05,2005-02-22,1,S50_1392,Euro Shopping Channel,Medium
10395-4,46,100,5692.96,2005-03-17,1,S50_1392,Lyon Souveniers,Medium
10412-3,26,100,3460.86,2005-05-03,2,S50_1392,Euro Shopping Channel,Medium
10425-2,18,100,1895.94,2005-05-31,2,S50_1392,La Rochelle Gifts,Small
10104-2,32,53.31,1705.92,2003-01-31,1,S50_1514,Euro Shopping Channel,Small
